year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	nb_integres_interfilieres	places
2022	BCPST	CONCOURS POLYTECH	Polytech Marseille - G̩nie Biom̩dical										3	100,0%	66,7%	1104	1025		3
2022	BCPST	CONCOURS POLYTECH	Polytech Montpellier - Sciences et technologies de l'eau										2	100,0%	50,0%	1225	1225		5
2022	BCPST	CONCOURS POLYTECH	Polytech Montpellier G̩nie biologique et agroalimentaire										5	100,0%	20,0%	947	910		7
2022	BCPST	CONCOURS POLYTECH	Polytech Nantes - G̩nie des Proc̩d̩s et Bioproc̩d̩s										3	33,3%	33,3%	1294	1235		3
2022	BCPST	CONCOURS POLYTECH	Polytech Nice-Sophia - G̩nie biologique										8	87,5%	12,5%	574	496		10
2022	BCPST	CONCOURS POLYTECH	Polytech Nice-Sophia - G̩nie de l'eau										0	0,0%	0,0%	0	0		1
2022	BCPST	CONCOURS POLYTECH	Polytech Orl̩ans - G̩nie civil et g̩o-environnement										0	0,0%	0,0%	0	0		2
2022	BCPST	CONCOURS POLYTECH	Polytech Orl̩ans - G̩nie industriel										2	100,0%	50,0%	999	999		3
2022	BCPST	CONCOURS POLYTECH	Polytech Sorbonne - Agroalimentaire										5	80,0%	20,0%	1040	912		5
2022	BCPST	CONCOURS POLYTECH	Polytech Sorbonne - Sciences de la Terre										0	0,0%	0,0%	0	0		5
2022	BCPST	CONCOURS POLYTECH	Polytech Tours - G̩nie de l'am̩nagement et de l'environnement										8	87,5%	25,0%	1113	1147		6
2022	BCPST	CONCOURS POLYTECH	Polytech Sorbonne - Mat̩riaux										2	50,0%	0,0%	1194	1194		2
2022	BCPST	CONCOURS POLYTECH	Sup'Biotech										2	0,0%	0,0%	1171	1171		4
2022	BCPST	CONCOURS POLYTECH	Concours POLYTECH A BIO	1997	71,0%	20,3%	1494	71,0%	20,6%	1407	70,9%	21,4%	135						146
2022	BCPST	Groupe INSA Inter-Fili̬re	ESITECH - Physique pour la Sant̩										5*	100,0%	0,0%	1487*	1508*	5*	5*
2022	BCPST	Groupe INSA Inter-Fili̬re	ESITech Rouen Technologies du Vivant										2*	0,0%	50,0%	691*	691*	2*	2*
2022	BCPST	Groupe INSA Inter-Fili̬re	INSA Lyon Biosciences										10*	70,0%	0,0%	290*	368*	10*	11*
2022	BCPST	Groupe INSA Inter-Fili̬re	INSA Toulouse G̩nie Biologique										2*	50,0%	0,0%	208*	208*	2*	2*
2022	BCPST	Groupe INSA Inter-Fili̬re	ISIS Castres Informatique pour la Sant̩										2*	50,0%	50,0%	1204	1204	2*	2*
2022	BCPST	Groupe INSA Inter-Fili̬re	Concours INSA Domaine Biotechnologies-sant̩ MP-PC-PSI-BCPST-TPC	4627*	46,9%	20,7%	2016*	49,5%	19,5%	2016*	49,5%	19,5%	21*					21*	22*
