year,concours,prepa,ville,etablissement,inscrits,inscrits dont filles,admissibles,admissibles dont filles,classes,classes dont filles,integres,integres dont filles
2012,mines-ponts,PSI,La Rochelle,Lycée Jean Dautet (0170028N),10,2,2,1,1,1,1,1
2012,mines-ponts,PSI,Le Mans,Lycée Montesquieu (0720029R),28,9,17,4,13,4,7,0
2012,mines-ponts,PSI,Le Raincy,Lycée Albert Schweitzer (0930830X),31,5,18,1,14,1,5,1
2012,mines-ponts,PSI,Lens,Lycée Condorcet (0620108F),10,2,2,0,2,0,0,0
2012,mines-ponts,PSI,Lille,Lycée César Baggio (0590121L),45,7,21,5,13,4,8,1
2012,mines-ponts,PSI,Lille,Lycée Faidherbe (0590119J),45,10,40,9,38,8,14,3
2012,mines-ponts,PSI,Limoges Cedex,Lycée Gay-Lussac (0870015U),27,5,9,0,8,0,3,0
2012,mines-ponts,PSI,Lorient,Lycée Dupuy De Lôme (0560025Y),15,2,12,1,10,1,4,0
2012,mines-ponts,PSI,Lyon,Lycée aux Lazaristes (0690522T),36,15,35,15,35,15,20,10
2012,mines-ponts,PSI,Lyon,Lycée Jean Perrin (0690082P),31,10,17,5,11,3,4,1
2012,mines-ponts,PSI,Lyon,Lycée La Martinière Monplaisir (0692866R),66,12,54,8,43,7,13,1
2012,mines-ponts,PSI,Lyon Cedex 06,Lycée du Parc (0690026D),44,9,43,9,40,8,20,6
2012,mines-ponts,PSI,Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,0,0,0,0,0,0
2012,mines-ponts,PSI,Marrakech,Lycée Ibnou Taimiya (99926511),3,1,1,1,0,0,0,0
2012,mines-ponts,PSI,Marseille,Lycée Jean Perrin (0130053M),36,10,29,8,21,7,9,6
2012,mines-ponts,PSI,Marseille Cedex 1,Lycée Thiers (0130040Y),46,11,43,11,38,9,14,4
2012,mines-ponts,PSI,Meaux,Lycée Henri Moissan (0770930T),18,1,5,0,3,0,2,0
2012,mines-ponts,PSI,Metz,Lycée Fabert (0570054Z),42,9,28,2,24,1,15,1
2012,mines-ponts,PSI,Metz,Lycée Louis De Cormontaigne (0573227Y),15,0,7,0,5,0,1,0
2012,mines-ponts,PSI,Montpellier Cedex 2,Lycée Joffre (0340038G),72,18,54,15,41,10,13,2
2012,mines-ponts,PSI,Montreuil,Lycée Jean Jaurès (0930121B),5,3,2,1,1,1,0,0
2012,mines-ponts,PSI,Mulhouse,Lycée Albert Schweitzer (0680031P),11,0,5,0,4,0,2,0
2012,mines-ponts,PSI,Nancy,Lycée Henri Loritz (0540042C),77,18,50,10,37,8,9,3
2012,mines-ponts,PSI,Nancy,Lycée Henri Poincaré (0540038Y),20,5,9,3,7,3,1,0
2012,mines-ponts,PSI,Nantes,Lycée Saint Stanislas (0440163N),28,7,17,4,11,2,0,0
2012,mines-ponts,PSI,Nantes Cedex 1,Lycée Clémenceau (0440021J),130,34,116,28,101,27,31,8
2012,mines-ponts,PSI,Neuilly-Sur-Seine,Lycée Louis Pasteur (0920142E),42,8,36,6,29,5,8,3
2012,mines-ponts,PSI,Nice,Lycée Les Eucalyptus (0060075Z),23,2,13,0,9,0,3,0
2012,mines-ponts,PSI,Nice,Lycée Massena (0060030A),50,9,36,7,26,5,4,0
2012,mines-ponts,PSI,Nimes Cedex,Lycée Alphonse Daudet (0300021K),40,12,19,7,7,4,2,2
2012,mines-ponts,PSI,Nouméa,Lycée Jules Garnier (9830003L),12,3,11,3,10,3,3,1
2012,mines-ponts,PSI,Orléans Cedex 1,Lycée Pothier (0450049J),83,18,50,9,40,8,7,2
2012,mines-ponts,PSI,Orsay,Lycée Blaise Pascal (0910626L),40,10,37,9,33,9,7,2
2012,mines-ponts,PSI,Paris,Lycée Raspail (0750691U),34,11,22,8,17,8,7,2
2012,mines-ponts,PSI,Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),34,5,32,5,25,5,5,0
2012,mines-ponts,PSI,Paris Cedex 05,Lycée Louis Le Grand (0750655E),41,4,41,4,34,4,10,2
2012,mines-ponts,PSI,Paris Cedex 06,Lycée Stanislas (0753840S),85,13,81,13,70,11,10,2
2012,mines-ponts,PSI,Paris Cedex 09,Lycée Jacques Decour (0750668U),80,15,45,7,33,6,4,1
2012,mines-ponts,PSI,Paris Cedex 12,Lycée Paul Valery (0750679F),37,12,20,8,14,6,3,2
2012,mines-ponts,PSI,Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),26,5,14,1,10,1,3,0
2012,mines-ponts,PSI,Paris 15e,Lycée Buffon (0750693W),42,11,22,5,17,3,5,1
2012,mines-ponts,PSI,Paris 16e,Lycée Claude Bernard (0750698B),69,13,45,10,32,9,7,2
2012,mines-ponts,PSI,Paris 16e,Lycée Janson de Sailly (0750699C),84,27,69,20,58,17,9,5
2012,mines-ponts,PSI,Paris 16e,Lycée Jean-Baptiste Say (0750700D),38,11,35,11,29,10,6,3
2012,mines-ponts,PSI,Paris 6e,Lycée Saint-Louis (0750658H),213,56,189,54,167,49,44,10
2012,mines-ponts,PSI,Paris 8e,Lycée Chaptal (0750663N),92,10,65,7,45,4,10,2
2012,mines-ponts,PSI,Paris 9e,Lycée Condorcet (0750667T),44,11,42,10,31,9,3,3
2012,mines-ponts,PSI,Pau,Lycée Louis Barthou (0640055M),35,10,11,1,8,1,0,0
2012,mines-ponts,PSI,Perpignan,Lycée François Arago (0660010C),36,6,24,1,16,1,4,1
2012,mines-ponts,PSI,Poitiers,Lycée Camille Guérin (0860035W),35,8,21,5,13,1,5,0
2012,mines-ponts,PSI,Provins Cedex,Internat d'Excellence de Sourdun (0772737G),2,1,0,0,0,0,0,0
2012,mines-ponts,PSI,Quimper,Lycée Auguste Brizeux (0290069T),17,5,5,0,3,0,2,0
2012,mines-ponts,PSI,Rabat,Lycée Ibn Al Ghazi (99951011),7,3,3,0,3,0,1,0
2012,mines-ponts,PSI,Rabat,Lycée Moulay Youssef (99926611),14,5,6,1,0,0,0,0
2012,mines-ponts,PSI,Reims,Lycée F. Roosevelt (0510034K),54,7,29,4,23,4,5,1
2012,mines-ponts,PSI,Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),3,2,2,1,2,1,0,0
2012,mines-ponts,PSI,Rennes,Lycée Joliot-Curie (0350029S),30,4,22,4,16,3,4,2
2012,mines-ponts,PSI,Rennes,Lycée privé Assomption (0350778F),9,4,3,1,3,1,2,0
2012,mines-ponts,PSI,Rennes Cedex 7,Lycée Chateaubriand (0350710G),75,12,56,6,49,6,14,1
2012,mines-ponts,PSI,Rouen,Lycée Pierre Corneille (0760090K),37,11,31,8,28,7,13,3
2012,mines-ponts,PSI,Saint-Brieuc,Lycée Francois Rabelais (0220056S),11,2,10,1,7,1,3,0
2012,mines-ponts,PSI,Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),6,1,3,1,3,1,1,0
2012,mines-ponts,PSI,Saint-Denis,Lycée Paul Eluard (0930125F),10,0,4,0,4,0,3,0
2012,mines-ponts,PSI,Sainte-Clotilde Cedex,Lycée Leconte de Lisle (9740001H),22,6,10,1,8,1,4,1
2012,mines-ponts,PSI,Saint-Etienne,Lycée Etienne Mimard (0420046X),27,4,19,2,12,2,7,1
2012,mines-ponts,PSI,Saint-Germain-en-Laye,Lycée Jeanne D'Albret (0782132U),33,11,24,9,22,9,5,3
2012,mines-ponts,PSI,Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),8,1,10,1,5,1,0,0
2012,mines-ponts,PSI,Saint-Maur-Des-Fosses,Lycée D'Arsonval (0940121W),30,5,17,3,14,3,7,1
2012,mines-ponts,PSI,Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),84,12,79,11,63,9,13,4
2012,mines-ponts,PSI,Sceaux Cedex,Lycée Lakanal (0920145H),36,7,30,6,28,6,5,2
2012,mines-ponts,PSI,Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),36,8,25,6,15,4,4,1
2012,mines-ponts,PSI,Strasbourg,Lycée Kleber (0670080Y),79,12,54,7,41,6,9,2
2012,mines-ponts,PSI,Strasbourg,Lycée Louis Couffignal (0670085D),22,5,5,0,3,0,3,0
2012,mines-ponts,PSI,Strasbourg,Lycée Ort (0671636P),19,3,11,2,5,1,3,0
2012,mines-ponts,PSI,Tanger,Centre Pédagogique Régional (99926911),1,1,0,0,0,0,0,0
2012,mines-ponts,PSI,Toulon,Lycée Dumont D'Urville (0830053G),29,9,18,4,12,2,4,0
2012,mines-ponts,PSI,Toulouse,Lycée Bellevue (0310038Y),37,4,16,2,8,2,4,1
2012,mines-ponts,PSI,Toulouse,Lycée Déodat de Séverac (0310044E),43,5,25,3,18,3,7,3
2012,mines-ponts,PSI,Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),47,11,43,10,41,10,15,4
2012,mines-ponts,PSI,Tours,Lycée J. de Vaucanson (0371418R),16,2,9,0,7,0,2,0
2012,mines-ponts,PSI,Tours Cedex 1,Lycée Descartes (0370035M),55,11,40,10,32,9,13,2
2012,mines-ponts,PSI,Troyes,Lycée Chrestien De Troyes (0100022V),9,2,1,1,1,1,1,1
2012,mines-ponts,PSI,Tunis,IPEST (99926211),18,8,12,6,9,4,8,4
2012,mines-ponts,PSI,Valenciennes,Lycée Henri Wallon (0590221V),40,3,30,1,22,1,6,0
2012,mines-ponts,PSI,Vanves,Lycée Michelet (0920149M),34,9,27,5,23,5,7,1
2012,mines-ponts,PSI,Versailles,Lycée Hoche (0782562L),46,8,44,7,41,6,10,2
2012,mines-ponts,PSI,Versailles,Lycée Jules Ferry (0782565P),39,6,19,3,15,1,2,0
2012,mines-ponts,PSI,Versailles,Lycée Sainte Geneviève (0783053V),39,7,39,7,36,7,14,4
2012,e3a,PSI,Abymes/guadeloupe,L G T de Baimbridge (9710003B),27,9,26,9,24,8,11,2
2012,e3a,PSI,Agadir,Groupe scolaire Al Qalam (99693001),5,3,2,0,0,0,0,0
2012,e3a,PSI,Agadir,Lycée Reda Slaoui (99926811),3,2,0,0,0,0,0,0
2012,e3a,PSI,Aix-En-Provence,Lycée Vauvenargues (0130003H),40,10,39,9,36,8,15,5
2012,e3a,PSI,Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),16,7,12,6,11,6,0,0
2012,e3a,PSI,Ajaccio,Lycée Laetitia Bonaparte (6200002H),7,1,5,0,5,0,2,0
2012,e3a,PSI,Albi,Lycée Laperouse (0810006S),25,6,24,6,22,6,7,0
2012,e3a,PSI,Amiens,Lycée Louis Thuillier (0800009A),27,7,16,3,12,2,2,1
2012,e3a,PSI,Angers,Lycée Henri Bergson (0491966W),43,8,37,6,36,6,15,4
2012,e3a,PSI,Angers,Lycée Saint-Martin (0490824E),22,3,19,3,17,2,9,1
2012,e3a,PSI,Annecy,Lycée Berthollet (0740003B),28,7,25,6,23,6,1,0
2012,e3a,PSI,Antony,Lycée Sainte Marie (0920904H),17,0,15,0,14,0,7,0
2012,e3a,PSI,Argenteuil,Lycée Jean Jaurès (0950641F),15,4,12,4,12,4,7,2
2012,e3a,PSI,Arras,Lycée Robespierre (0620006V),19,3,10,2,6,1,1,0
2012,e3a,PSI,Auxerre,Lycée Jacques Amyot (0890003V),20,8,16,7,13,6,5,1
2012,e3a,PSI,Avignon,Lycée Frédéric Mistral (0840003X),43,13,33,10,25,9,13,4
2012,e3a,PSI,Balma,Lycée Saliège (0312408Z),31,5,26,4,23,4,2,0
2012,e3a,PSI,Belfort,Lycée Condorcet (0900002N),5,3,2,1,1,0,0,0
2012,e3a,PSI,Besançon,Lycée Victor Hugo (0250007X),36,12,32,12,27,10,13,6
2012,e3a,PSI,Bordeaux,Lycée Gustave Eiffel (0330028B),61,11,44,7,43,7,13,3
2012,e3a,PSI,Bordeaux Cedex,Lycée Michel Montaigne (0330021U),65,18,53,16,48,15,10,2
2012,e3a,PSI,Brest,Lycée Naval (0290063L),13,2,6,1,5,1,0,0
2012,e3a,PSI,Brest,Lycée Sainte Anne (0290338K),19,4,14,4,11,3,8,2
2012,e3a,PSI,Brest,Lycée Vauban (0290012F),46,13,40,13,35,12,8,3
2012,e3a,PSI,Caen,Lycée Victor Hugo (0142059M),44,8,35,7,26,6,15,3
2012,e3a,PSI,Cannes,Lycée Stanislas (0060673Z),28,11,26,10,22,9,12,6
2012,e3a,PSI,Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),2,0,2,0,0,0,0,0
2012,e3a,PSI,Casablanca,ELBILIA SUP (99696011),5,0,1,0,1,0,1,0
2012,e3a,PSI,Casablanca,Groupe scolaire La Résidence (3500055H),26,5,13,2,11,2,5,1
2012,e3a,PSI,Casablanca,Lycée Mohamed V (99926411),10,5,6,4,1,0,1,0
2012,e3a,PSI,Chambéry,Lycée Vaugelas (0730013T),23,6,20,5,18,5,6,1
2012,e3a,PSI,Clermont-Ferrand,Lycée Blaise Pascal (0630018C),39,8,35,7,31,6,9,0
2012,e3a,PSI,Clermont-Ferrand,Lycée La Fayette (0630021F),34,6,27,4,24,3,11,1
2012,e3a,PSI,Dijon,Lycée Carnot (0210015C),14,3,10,3,9,3,2,0
2012,e3a,PSI,Dijon,Lycée Gustave Eiffel (0211033J),36,5,32,4,26,4,11,3
2012,e3a,PSI,Douai,Lycée Albert Chatelet (0590063Y),44,6,41,6,36,5,5,0
2012,e3a,PSI,Dunkerque,Lycée Jean Bart (0590071G),34,12,27,9,24,9,13,6
2012,e3a,PSI,Evreux,Lycée Aristide Briand (0270016W),38,10,29,10,28,10,14,6
2012,e3a,PSI,Evry,Lycée Parc des Loges (0911251R),15,5,10,4,9,3,2,1
2012,e3a,PSI,Fès,Lycée Moulay Idriss (99926711),3,0,1,0,0,0,0,0
2012,e3a,PSI,Fontainebleau,Lycée François 1er (0770927P),43,7,35,6,30,4,9,1
2012,e3a,PSI,Fort-De-France Cedex,Lycée de Bellevue (9720003W),22,12,21,12,21,12,15,9
2012,e3a,PSI,Grenoble Cedex 1,Lycée Champollion (0380027Y),65,9,57,8,52,7,9,1
2012,e3a,PSI,Guelmim,Lycée Bab Essahra (L0041),1,0,0,0,0,0,0,0
2012,e3a,PSI,La Flèche,Prytanée National Militaire (0720896H),13,2,8,1,7,1,3,1
2012,e3a,PSI,La Rochelle,Lycée Jean Dautet (0170028N),16,4,8,3,6,2,2,0
2012,e3a,PSI,Le Mans,Lycée Montesquieu (0720029R),39,12,30,9,25,8,10,2
2012,e3a,PSI,Le Raincy,Lycée Albert Schweitzer (0930830X),33,5,30,5,23,5,13,4
2012,e3a,PSI,Lens,Lycée Condorcet (0620108F),16,5,11,3,7,2,3,1
2012,e3a,PSI,Lille,Lycée Catholique Saint Pierre (0593117T),2,1,1,1,1,1,0,0
2012,e3a,PSI,Lille,Lycée César Baggio (0590121L),55,11,40,8,30,6,12,2
2012,e3a,PSI,Lille,Lycée Faidherbe (0590119J),34,7,24,4,21,4,5,0
2012,e3a,PSI,Limoges Cedex,Lycée Gay-Lussac (0870015U),35,5,32,5,30,5,12,2
2012,e3a,PSI,Lorient,Lycée Dupuy De Lôme (0560025Y),28,2,23,2,18,2,5,0
2012,e3a,PSI,Lyon,Lycée aux Lazaristes (0690522T),18,8,14,8,14,8,3,1
2012,e3a,PSI,Lyon,Lycée Jean Perrin (0690082P),33,10,30,10,29,9,6,4
2012,e3a,PSI,Lyon,Lycée La Martinière Monplaisir (0692866R),62,13,52,12,50,12,23,7
2012,e3a,PSI,Lyon Cedex 06,Lycée du Parc (0690026D),32,7,25,5,22,5,4,0
2012,e3a,PSI,Lyon Cedex 1,Institution des Chartreux (0690564N),1,0,0,0,0,0,0,0
2012,e3a,PSI,Marrakech,CPGE privée Koutoubia-Prépas (99697011),3,0,3,0,3,0,2,0
2012,e3a,PSI,Marseille,Lycée Jean Perrin (0130053M),45,12,35,12,28,8,5,1
2012,e3a,PSI,Marseille Cedex 1,Lycée Thiers (0130040Y),42,9,34,7,32,6,16,2
2012,e3a,PSI,Meaux,Lycée Henri Moissan (0770930T),25,4,19,2,12,1,8,1
2012,e3a,PSI,Metz,Lycée Fabert (0570054Z),33,7,21,3,19,1,4,0
2012,e3a,PSI,Metz,Lycée Louis De Cormontaigne (0573227Y),15,1,13,1,9,1,2,0
2012,e3a,PSI,Monastir,I.P.E.I (99949911),1,0,0,0,0,0,0,0
2012,e3a,PSI,Montpellier Cedex 2,Lycée Joffre (0340038G),66,15,62,13,53,12,15,3
2012,e3a,PSI,Montreuil,Lycée Jean Jaurès (0930121B),8,3,4,2,2,2,0,0
2012,e3a,PSI,Mulhouse,Lycée Albert Schweitzer (0680031P),19,2,14,1,9,1,4,0
2012,e3a,PSI,Nancy,Lycée Henri Loritz (0540042C),73,20,55,16,45,13,10,2
2012,e3a,PSI,Nancy,Lycée Henri Poincaré (0540038Y),20,5,18,4,16,3,4,1
2012,e3a,PSI,Nantes,Lycée Saint Stanislas (0440163N),37,14,33,13,31,12,18,7
2012,e3a,PSI,Nantes Cedex 1,Lycée Clémenceau (0440021J),102,30,88,27,82,26,18,4
2012,e3a,PSI,Neuilly-Sur-Seine,Lycée Louis Pasteur (0920142E),43,8,37,7,35,5,9,1
2012,e3a,PSI,Nice,Lycée Les Eucalyptus (0060075Z),26,2,18,2,12,2,4,0
2012,e3a,PSI,Nice,Lycée Massena (0060030A),50,9,41,9,36,8,9,4
2012,e3a,PSI,Nimes Cedex,Lycée Alphonse Daudet (0300021K),47,14,46,14,40,11,16,2
2012,e3a,PSI,Nouméa,Lycée Jules Garnier (9830003L),7,1,7,1,7,1,2,0
2012,e3a,PSI,Orléans Cedex 1,Lycée Pothier (0450049J),85,21,79,21,69,17,15,4
2012,e3a,PSI,Orsay,Lycée Blaise Pascal (0910626L),39,10,37,10,32,9,8,4
2012,e3a,PSI,Paris,Lycée Raspail (0750691U),39,10,33,7,30,7,11,1
2012,e3a,PSI,Paris 8e,Lycée Fénelon Sainte-Marie (0753873C),33,5,30,5,28,5,7,2
2012,e3a,PSI,Paris Cedex 05,Lycée Louis Le Grand (0750655E),14,2,7,1,7,1,1,1
2012,e3a,PSI,Paris Cedex 06,Lycée Stanislas (0753840S),59,11,54,11,52,11,8,3
2012,e3a,PSI,Paris Cedex 09,Lycée Jacques Decour (0750668U),84,15,69,11,58,10,17,3
2012,e3a,PSI,Paris Cedex 12,Lycée Paul Valery (0750679F),40,14,34,13,25,12,8,2
2012,e3a,PSI,Paris 13e,Lycée Pierre-Gilles de Gennes - ENCPB (0750685M),35,9,31,9,28,7,8,1
2012,e3a,PSI,Paris 15e,Lycée Buffon (0750693W),45,13,40,13,33,12,15,4
2012,e3a,PSI,Paris 16e,Lycée Claude Bernard (0750698B),67,14,54,14,44,12,13,3
2012,e3a,PSI,Paris 16e,Lycée Janson de Sailly (0750699C),88,27,74,27,68,27,12,2
2012,e3a,PSI,Paris 16e,Lycée Jean-Baptiste Say (0750700D),38,11,33,11,32,11,14,3
2012,e3a,PSI,Paris 6e,Lycée Saint-Louis (0750658H),185,52,158,51,153,49,26,6
2012,e3a,PSI,Paris 8e,Lycée Chaptal (0750663N),91,10,73,8,66,8,13,1
2012,e3a,PSI,Paris 9e,Lycée Condorcet (0750667T),36,7,30,5,28,5,3,0
2012,e3a,PSI,Pau,Lycée Louis Barthou (0640055M),42,11,38,10,37,10,11,3
2012,e3a,PSI,Perpignan,Lycée François Arago (0660010C),40,7,38,7,30,4,14,1
2012,e3a,PSI,Poitiers,Lycée Camille Guérin (0860035W),36,9,32,9,29,7,7,2
2012,e3a,PSI,Provins Cedex,Internat d'Excellence de Sourdun (0772737G),4,2,1,1,1,1,1,1
2012,e3a,PSI,Quimper,Lycée Auguste Brizeux (0290069T),28,8,24,7,19,7,9,4
2012,e3a,PSI,Rabat,Lycée Ibn Al Ghazi (99951011),57,21,20,4,13,4,5,3
2012,e3a,PSI,Rabat,Lycée Moulay Youssef (99926611),14,4,6,1,4,0,3,0
2012,e3a,PSI,Reims,Lycée F. Roosevelt (0510034K),73,16,55,11,42,10,20,2
2012,e3a,PSI,Remire-Montjoly,Lycée Léon-Gontran Damas (9730196A),9,3,7,3,7,3,3,2
2012,e3a,PSI,Rennes,Lycée Joliot-Curie (0350029S),38,6,35,6,33,6,14,1
2012,e3a,PSI,Rennes,Lycée privé Assomption (0350778F),9,4,7,3,5,2,2,1
2012,e3a,PSI,Rennes Cedex 7,Lycée Chateaubriand (0350710G),54,9,46,6,44,6,13,0
2012,e3a,PSI,Rouen,Lycée Pierre Corneille (0760090K),36,11,33,11,31,11,8,3
2012,e3a,PSI,Saint-Brieuc,Lycée Francois Rabelais (0220056S),15,4,10,2,9,2,5,1
2012,e3a,PSI,Saint-Cyr-L'Ecole Cedex,Lycée Militaire de Saint-Cyr (0780015T),20,3,15,3,8,3,1,1
2012,e3a,PSI,Saint-Denis,Lycée Paul Eluard (0930125F),26,7,16,4,13,2,7,2
2012,e3a,PSI,Sainte-Clotilde Cedex,Lycée Leconte de Lisle (9740001H),28,7,27,6,25,6,14,4
2012,e3a,PSI,Saint-Etienne,Lycée Etienne Mimard (0420046X),27,4,26,4,21,3,3,1
2012,e3a,PSI,Saint-Germain-en-Laye,Lycée Jeanne D'Albret (0782132U),36,11,36,11,34,10,7,2
2012,e3a,PSI,Saint-Ismier,Ecole des Pupilles de L'Air (0381513N),6,1,2,1,2,1,0,0
2012,e3a,PSI,Saint-Maur-Des-Fosses,Lycée D'Arsonval (0940121W),35,5,29,5,27,5,10,3
2012,e3a,PSI,Saint-Maur-Des-Fosses,Lycée Marcelin Berthelot (0940120V),74,12,62,10,59,10,11,1
2012,e3a,PSI,Sceaux Cedex,Lycée Lakanal (0920145H),32,6,29,6,29,6,8,2
2012,e3a,PSI,Sophia Antipolis Cedex,Lycée international de Valbonne (0061642C),36,9,30,9,23,7,6,1
2012,e3a,PSI,Strasbourg,Lycée Kleber (0670080Y),75,13,61,11,55,9,19,4
2012,e3a,PSI,Strasbourg,Lycée Louis Couffignal (0670085D),31,6,26,6,17,5,11,4
2012,e3a,PSI,Strasbourg,Lycée Ort (0671636P),23,3,18,2,12,2,2,0
2012,e3a,PSI,Toulon,Lycée Dumont D'Urville (0830053G),38,9,35,9,29,8,11,5
2012,e3a,PSI,Toulouse,Lycée Bellevue (0310038Y),39,5,30,4,27,4,6,0
2012,e3a,PSI,Toulouse,Lycée Déodat de Séverac (0310044E),36,5,26,4,21,4,6,0
2012,e3a,PSI,Toulouse Cedex 7,Lycée Pierre de Fermat (0310036W),21,7,18,6,16,6,6,2
2012,e3a,PSI,Tours,Lycée J. de Vaucanson (0371418R),19,7,16,5,15,5,3,2
2012,e3a,PSI,Tours Cedex 1,Lycée Descartes (0370035M),61,10,50,8,45,6,18,1
2012,e3a,PSI,Troyes,Lycée Chrestien De Troyes (0100022V),17,2,12,2,11,2,3,0
2012,e3a,PSI,Tunis,IPEST (99926211),1,1,1,1,1,1,0,0
2012,e3a,PSI,Valenciennes,Lycée Henri Wallon (0590221V),43,3,39,3,39,3,11,1
2012,e3a,PSI,Vanves,Lycée Michelet (0920149M),37,10,37,10,36,10,3,2
2012,e3a,PSI,Versailles,Lycée Hoche (0782562L),20,2,18,2,15,2,3,0
2012,e3a,PSI,Versailles,Lycée Jules Ferry (0782565P),42,6,32,5,31,5,7,0
2012,e3a,PSI,Versailles,Lycée Sainte Geneviève (0783053V),29,5,24,5,22,5,0,0
2012,centrale-supelec,MP,Abymes/guadeloupe,L G T de Baimbridge (9710003B),18,6,6,2,4,1,1,0
2012,centrale-supelec,MP,Agadir,Groupe scolaire Al Qalam (99693001),1,0,0,0,0,0,0,0
2012,centrale-supelec,MP,Agadir,Lycée Reda Slaoui (99926811),4,0,1,0,0,0,0,0
2012,centrale-supelec,MP,Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),19,1,11,1,5,0,3,0
2012,centrale-supelec,MP,Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),12,2,6,1,2,1,0,0
2012,centrale-supelec,MP,Amiens,Lycée Louis Thuillier (0800009A),29,6,16,3,11,2,6,1
2012,centrale-supelec,MP,Angers,Lycée Henri Bergson (0491966W),22,3,10,2,5,1,1,0
2012,centrale-supelec,MP,Angoulême Cedex,Lycée Guez De Balzac (0160002R),16,3,5,0,4,0,2,0
2012,centrale-supelec,MP,Annecy,Lycée Berthollet (0740003B),34,4,16,2,13,1,7,0
2012,centrale-supelec,MP,Antony,Lycée Sainte Marie (0920904H),23,2,16,1,16,1,4,0
2012,centrale-supelec,MP,Arras,Lycée Robespierre (0620006V),8,1,2,0,2,0,2,0
2012,centrale-supelec,MP,Autun,Lycée Militaire National (0711064W),12,0,4,0,2,0,0,0
2012,centrale-supelec,MP,Besançon,Lycée Victor Hugo (0250007X),49,7,27,4,17,2,9,2
2012,centrale-supelec,MP,Blois Cedex,Lycée Dessaignes (0410002E),7,4,2,0,1,0,0,0
2012,centrale-supelec,MP,Bordeaux Cedex,Lycée Camille Jullian (0330023W),22,7,13,3,9,3,0,0
2012,centrale-supelec,MP,Bordeaux Cedex,Lycée Michel Montaigne (0330021U),100,23,72,15,51,8,23,4
2012,centrale-supelec,MP,Boulogne-Sur-Mer,Lycée Mariette (0622949U),14,6,3,0,0,0,0,0
2012,centrale-supelec,MP,Bourg-En-Bresse,Lycée Lalande (0010013J),9,0,2,0,2,0,1,0
2012,centrale-supelec,MP,Bourges,Lycée Alain-Fournier (0180005H),11,2,1,0,1,0,0,0
2012,centrale-supelec,MP,Brest,Lycée Naval (0290063L),25,5,12,4,8,4,3,2
2012,centrale-supelec,MP,Brest,Lycée Sainte Anne (0290338K),4,0,1,0,0,0,0,0
2012,centrale-supelec,MP,Brest Cedex 2,Lycée de Kerichen (0290007A),37,4,24,2,20,2,10,1
2012,centrale-supelec,MP,Caen,Lycée Malherbe (0140013N),72,14,36,5,25,4,12,2
2012,centrale-supelec,MP,Casablanca,Centre privé GALILEE (99927511),20,7,0,0,0,0,0,0
2012,centrale-supelec,MP,Casablanca,ECOLE YASSAMINE CALIFORNIE (L0004),4,0,0,0,0,0,0,0
2012,centrale-supelec,MP,Casablanca,ELBILIA SUP (99696011),2,0,0,0,0,0,0,0
2012,centrale-supelec,MP,Casablanca,Groupe scolaire La Résidence (3500055H),4,2,0,0,0,0,0,0
2012,centrale-supelec,MP,Casablanca,Lycée Al Khansa (3500050C),7,3,1,0,1,0,1,0
2012,centrale-supelec,MP,Casablanca,Lycée Mohamed V (99926411),4,1,2,1,1,1,0,0
2012,centrale-supelec,MP,Castres,Lycée Borde Basse (0810959C),12,3,6,2,5,1,1,0
2012,centrale-supelec,MP,Chambéry,Lycée Vaugelas (0730013T),6,2,2,0,2,0,0,0
2012,centrale-supelec,MP,Chartres,Lycée Marceau (0280007F),14,3,8,2,7,2,5,1
2012,centrale-supelec,MP,Cherbourg-Octeville,Lycée Victor Grignard (0501828R),23,6,13,3,9,2,1,0
2012,centrale-supelec,MP,Clermont-Ferrand,Lycée Blaise Pascal (0630018C),68,11,52,8,41,7,19,5
2012,centrale-supelec,MP,Clermont-Ferrand,Lycée Godefroy De Bouillon (0631068U),7,0,2,0,2,0,1,0
2012,centrale-supelec,MP,Clermont-Ferrand,Lycée La Fayette (0630021F),7,1,3,0,1,0,0,0
2012,centrale-supelec,MP,Compiègne,Lycée Pierre d'Ailly (0600014P),1,0,1,0,1,0,0,0
2012,centrale-supelec,MP,Dijon,Lycée Carnot (0210015C),57,7,37,3,26,2,8,0
2012,centrale-supelec,MP,Douai,Lycée Albert Chatelet (0590063Y),9,1,3,0,2,0,1,0
2012,centrale-supelec,MP,Dunkerque,Lycée Jean Bart (0590071G),12,1,5,0,4,0,4,0
2012,centrale-supelec,MP,El Jadida,classes préparatoires Ibn Younes (L0007),1,0,0,0,0,0,0,0
