year,concours,prepa,ville,etablissement,inscrits,inscrits dont filles,admissibles,admissibles dont filles,classes,classes dont filles,integres,integres dont filles
2002,mines-ponts,PSI,ORLEANS,POTHIER,97,16,35,7,31,7,4,1
2002,mines-ponts,PSI,TOURS,VAUCANSON,8,2,0,0,0,0,0,0
2002,mines-ponts,PSI,TOURS,DESCARTES,37,9,25,8,24,8,17,6
2002,mines-ponts,PSI,VIERZON,HENRI BRISSON,2,1,1,0,1,0,0,0
2002,mines-ponts,PSI,ANTONY,SAINTE MARIE,6,1,0,0,0,0,0,0
2002,mines-ponts,PSI,CHAMPAGNE SUR SEINE,LA FAYETTE,27,1,7,0,7,0,3,0
2002,mines-ponts,PSI,FONTAINEBLEAU,FRANCOIS 1ER,2,0,0,0,0,0,0,0
2002,mines-ponts,PSI,LE RAINCY,ALBERT SCHWEITZER,19,1,8,0,8,0,1,0
2002,mines-ponts,PSI,MEAUX,LPEM.HENRI MOISSAN,14,1,2,0,2,0,1,0
2002,mines-ponts,PSI,MELUN,JACQUES AMYOT,1,0,0,0,0,0,0,0
2002,mines-ponts,PSI,NEUILLY SUR SEINE,PASTEUR,12,8,0,0,0,0,0,0
2002,mines-ponts,PSI,ORSAY,BLAISE PASCAL,54,16,26,9,26,9,2,2
2002,mines-ponts,PSI,PARIS 04,CHARLEMAGNE,17,2,0,0,0,0,0,0
2002,mines-ponts,PSI,PARIS 05,HENRI IV,8,4,0,0,0,0,0,0
2002,mines-ponts,PSI,PARIS 05,LOUIS LE GRAND,76,23,26,9,26,9,10,4
2002,mines-ponts,PSI,PARIS 06,STANISLAS,56,4,32,4,32,4,5,1
2002,mines-ponts,PSI,PARIS 06,FENELON,15,3,0,0,0,0,0,0
2002,mines-ponts,PSI,PARIS 06,SAINT LOUIS,155,35,77,13,77,13,12,2
2002,mines-ponts,PSI,PARIS 08,CHAPTAL,86,12,46,7,44,7,11,2
2002,mines-ponts,PSI,PARIS 08,SAINTE MARIE FENELON,37,8,22,6,22,6,3,2
2002,mines-ponts,PSI,PARIS 09,CONDORCET,67,16,37,5,35,5,9,1
2002,mines-ponts,PSI,PARIS 09,JACQUES DECOUR,75,13,37,8,36,8,5,3
2002,mines-ponts,PSI,PARIS 12,PAUL VALERY,28,3,4,1,4,1,0,0
2002,mines-ponts,PSI,PARIS 13,ENSCPB,36,8,9,1,8,1,2,1
2002,mines-ponts,PSI,PARIS 14,RASPAIL,24,6,6,3,6,3,1,1
2002,mines-ponts,PSI,PARIS 15,BUFFON,46,8,16,2,16,2,3,0
2002,mines-ponts,PSI,PARIS 16,CLAUDE BERNARD,26,5,4,0,4,0,1,0
2002,mines-ponts,PSI,PARIS 16,JANSON DE SAILLY,96,13,60,11,59,11,18,5
2002,mines-ponts,PSI,PARIS 16,JEAN BAPTISTE SAY,33,6,26,4,23,3,6,1
2002,mines-ponts,PSI,SAINT-DENIS,PAUL ELUARD,6,2,0,0,0,0,0,0
2002,mines-ponts,PSI,SAVIGNY SUR ORGE,J. B. COROT,1,0,0,0,0,0,0,0
2002,mines-ponts,PSI,SCEAUX,LAKANAL,39,7,31,6,30,5,4,0
2002,mines-ponts,PSI,ST GERMAIN EN LAYE,JEANNE D'ALBRET,19,4,4,2,4,2,0,0
2002,mines-ponts,PSI,ST MAUR DES FOS.,MARCELIN BERTHELOT,62,6,39,5,34,4,11,1
2002,mines-ponts,PSI,VANVES,MICHELET,28,4,12,1,12,1,0,0
2002,mines-ponts,PSI,VERSAILLES,SAINTE GENEVIEVE,85,24,42,7,42,7,12,1
2002,mines-ponts,PSI,VERSAILLES,HOCHE,43,10,33,9,31,9,10,4
2002,mines-ponts,PSI,VERSAILLES,JULES FERRY,20,3,9,1,9,1,2,0
2002,mines-ponts,PSI,LA ROCHELLE,J. DAUTET,15,0,1,0,0,0,0,0
2002,mines-ponts,PSI,POITIERS,CAMILLE GUERIN,23,2,5,0,3,0,1,0
2002,mines-ponts,PSI,REIMS,FRANKLIN ROOSEVELT,61,7,24,3,24,3,5,2
2002,mines-ponts,PSI,REIMS,G. CLEMENCEAU,20,0,0,0,0,0,0,0
2002,mines-ponts,PSI,TROYES,CHRESTIEN DE TROYES,7,3,3,3,3,3,1,1
2002,mines-ponts,PSI,BREST,KERICHEN,11,3,0,0,0,0,0,0
2002,mines-ponts,PSI,BREST,VAUBAN,38,6,12,2,11,2,3,0
2002,mines-ponts,PSI,BREST,NAVAL,27,0,1,0,0,0,0,0
2002,mines-ponts,PSI,BREST,SAINTE ANNE,7,1,1,0,1,0,0,0
2002,mines-ponts,PSI,LORIENT,DUPUY DE LOME,13,2,0,0,0,0,0,0
2002,mines-ponts,PSI,RENNES,CHATEAUBRIAND,96,24,47,7,41,7,8,2
2002,mines-ponts,PSI,RENNES,JOLIOT CURIE,29,7,15,6,8,5,1,1
2002,mines-ponts,PSI,SAINT-BRIEUC,RABELAIS,22,5,3,1,3,1,0,0
2002,mines-ponts,PSI,VANNES,LESAGE,7,3,0,0,0,0,0,0
2002,mines-ponts,PSI,EVREUX,ARISTIDE BRIAND,13,1,2,0,2,0,1,0
2002,mines-ponts,PSI,LE HAVRE,FRANCOIS 1ER,3,1,0,0,0,0,0,0
2002,mines-ponts,PSI,ROUEN,CORNEILLE,51,12,27,5,24,5,2,0
2002,mines-ponts,PSI,MULHOUSE,A. SCHWEITZER,20,3,2,1,2,1,0,0
2002,mines-ponts,PSI,STRASBOURG,COUFFIGNAL,16,1,4,0,4,0,1,0
2002,mines-ponts,PSI,STRASBOURG,KLEBER,78,12,40,4,40,4,5,0
2002,mines-ponts,PSI,TOULOUSE,BELLEVUE,43,10,21,5,18,5,3,1
2002,mines-ponts,PSI,TOULOUSE,DEODAT DE SEVERAC,38,4,24,2,23,2,8,2
2002,mines-ponts,PSI,BALMA,SALIEGE,17,4,8,2,8,2,0,0
2002,mines-ponts,PSI,TOULOUSE,PIERRE DE FERMAT,74,20,45,8,44,8,17,2
2002,mines-ponts,PSI,MONTBONNOT,PUPILLES DE L'AIR,9,0,3,0,1,0,0,0
2002,mines-ponts,PSI,CAEN,SAINTE MARIE,4,0,0,0,0,0,0,0
2002,mines-ponts,PSI,ST CYR L'ECOLE,LYCEE MILITAIRE,28,1,3,0,2,0,1,0
2002,mines-ponts,PSI,MONTPELLIER,LA MERCI,1,1,0,0,0,0,0,0
2002,mines-ponts,PSI,RENNES,ASSOMPTION,8,1,0,0,0,0,0,0
2002,mines-ponts,PSI,STRASBOURG,ORT FRANCE,14,1,8,1,8,1,2,0
2002,mines-ponts,PSI,MARSEILLE,NOTRE DAME DE SION,1,0,0,0,0,0,0,0
2002,mines-ponts,PSI,LYON,JEAN PERRIN,13,3,4,1,4,1,0,0
2002,mines-ponts,PSI,CHAMBERY,VAUGELAS,12,8,1,1,1,1,0,0
2002,mines-ponts,PSI,ANGOULEME,GUEZ DE BALZAC,1,0,0,0,0,0,0,0
2002,mines-ponts,PSI,ANGERS,CHARLES DE FOUCAULD,26,4,5,0,4,0,1,0
2002,mines-ponts,PSI,AUTUN,LYCEE MILITAIRE,1,0,0,0,0,0,0,0
2002,mines-ponts,PSI,AIX-EN-PROVENCE,LYCEE MILITAIRE,9,1,1,0,0,0,0,0
2002,mines-ponts,PSI,MANTES-LA-JOLIE,SAINT-EXUPERY,2,0,0,0,0,0,0,0
2002,mines-ponts,PSI,SAINT MAUR LES FOSSES,D'ARSONVAL,27,6,10,0,10,0,1,0
2002,mines-ponts,PSI,PARIS,URANIE,1,0,0,0,0,0,0,0
2002,mines-ponts,PSI,NOUMEA,JULES GARNIER,6,4,2,2,2,2,0,0
2002,mines-ponts,PSI,QUIMPER,LYCEE BRIZEUX,29,10,14,5,10,5,3,1
2002,mines-ponts,PSI,CASABLANCA,ECO SUP GALILEE,1,0,0,0,0,0,0,0
2002,mines-ponts,PSI,SAINTE CLOTILDE,LECONTE DE LISLE,7,3,0,0,0,0,0,0
2002,mines-ponts,PSI,FORT DE FRANCE,DE BELLEVUE,4,3,0,0,0,0,0,0
2002,mines-ponts,PSI,POINTE A PITRE,BAIMBRIDGE,16,7,1,0,1,0,0,0
2002,ccp,MP,AIX-EN-PROVENCE,PAUL CEZANNE,23,8,18,6,17,5,10,2
2002,ccp,MP,BLOIS,F. PH. DESSAIGNES,25,6,13,5,9,3,3,1
2002,ccp,MP,MARSEILLE,THIERS,97,34,88,30,74,29,13,6
2002,ccp,MP,AMIENS,THUILLIER,57,11,26,8,20,6,9,4
2002,ccp,MP,COMPIEGNE,PIERRE D'AILLY,18,4,4,1,3,1,1,0
2002,ccp,MP,BESANCON,VICTOR HUGO,60,19,53,15,41,9,12,3
2002,ccp,MP,BORDEAUX,CAMILLE JULLIAN,35,9,27,6,21,4,6,2
2002,ccp,MP,BORDEAUX,MICHEL MONTAIGNE,98,22,94,22,76,17,22,3
2002,ccp,MP,PAU,LOUIS BARTHOU,23,3,17,3,13,2,9,0
2002,ccp,MP,CAEN,MALHERBE,77,18,51,14,44,13,20,6
2002,ccp,MP,CHERBOURG,VICTOR GRIGNARD,32,7,29,5,22,3,12,2
2002,ccp,MP,CLERMONT-FERRAND,BLAISE PASCAL,62,14,56,12,49,8,11,0
2002,ccp,MP,CLERMONT-FERRAND,LA FAYETTE,25,3,12,2,6,0,4,0
2002,ccp,MP,DIJON,CARNOT,87,22,72,15,59,12,20,5
2002,ccp,MP,ANNECY,BERTHOLLET,45,8,34,7,27,7,8,2
2002,ccp,MP,GRENOBLE,CHAMPOLLION,66,18,63,17,49,13,23,8
2002,ccp,MP,LA TRONCHE,ITEC- BOISFLEURY,9,2,5,2,4,2,3,2
2002,ccp,MP,VALENCE,CAMILLE VERNET,30,4,19,3,15,3,10,2
2002,ccp,MP,ARRAS,ROBESPIERRE,25,8,5,2,4,2,2,1
2002,ccp,MP,BOULOGNE SUR MER,MARIETTE,24,4,11,2,11,2,8,1
2002,ccp,MP,DOUAI,A. CHATELET,22,8,6,0,5,0,3,0
2002,ccp,MP,DUNKERQUE,JEAN BART,20,7,12,3,10,2,5,0
2002,ccp,MP,LENS,CONDORCET,17,5,3,1,1,0,1,0
2002,ccp,MP,LILLE,FAIDHERBE,84,25,72,20,62,18,15,7
2002,ccp,MP,MAUBEUGE,NOTRE DAME DE GRACE,17,5,2,0,2,0,1,0
2002,ccp,MP,VALENCIENNES,HENRI WALLON,84,24,63,16,49,10,15,5
2002,ccp,MP,LIMOGES,GAY LUSSAC,21,9,15,6,11,3,7,1
2002,ccp,MP,BOURG EN BRESSE,LALANDE,30,4,16,2,13,2,6,0
2002,ccp,MP,LYON,AUX LAZARISTES,26,1,23,1,18,1,2,0
2002,ccp,MP,LYON,COURS PASCAL,12,0,2,0,0,0,0,0
2002,ccp,MP,LYON,DU PARC,83,18,76,16,69,14,16,3
2002,ccp,MP,LYON,INSTITUT DES CHARTRX,17,1,12,0,12,0,9,0
2002,ccp,MP,LYON,LA MARTINIERE,50,14,45,10,35,8,10,4
2002,ccp,MP,SAINT-ETIENNE,FAURIEL,63,19,50,16,44,14,14,6
2002,ccp,MP,MONTPELLIER,JOFFRE,67,17,57,15,47,13,11,3
2002,ccp,MP,NIMES,ALPHONSE DAUDET,29,13,15,7,9,6,5,3
2002,ccp,MP,PERPIGNAN,F. ARAGO,26,6,15,5,9,3,6,2
2002,ccp,MP,EPINAL,C. GELLEE,29,7,16,4,10,3,4,1
2002,ccp,MP,FORBACH,JEAN MOULIN,23,5,7,1,3,1,2,1
2002,ccp,MP,METZ,FABERT,63,15,49,11,37,9,9,4
2002,ccp,MP,NANCY,HENRI POINCARE,69,19,66,17,59,14,24,6
2002,ccp,MP,ANGERS,HENRI BERGSON,26,7,23,7,21,7,9,1
2002,ccp,MP,LA FLECHE,PRYTANEE MILITAIRE,41,3,34,3,25,2,12,2
2002,ccp,MP,LA ROCHE SUR YON,SAINT JOSEPH,23,4,6,1,4,1,0,0
2002,ccp,MP,LE MANS,MONTESQUIEU,14,4,11,4,10,4,4,1
2002,ccp,MP,NANTES,GEORGES CLEMENCEAU,47,9,45,9,40,6,7,1
2002,ccp,MP,NANTES,SAINT STANISLAS,19,3,14,3,7,2,1,0
2002,ccp,MP,NICE,MASSENA,58,13,55,12,45,11,11,3
2002,ccp,MP,TOULON,DUMONT D'URVILLE,29,9,18,5,17,5,7,1
2002,ccp,MP,VALBONNE,CENTRE INTERNATIONAL,24,5,21,5,17,3,5,1
2002,ccp,MP,BOURGES,ALAIN FOURNIER,25,8,15,3,10,2,5,2
2002,ccp,MP,CHARTRES,MARCEAU,36,13,12,4,8,2,3,1
2002,ccp,MP,ORLEANS,POTHIER,87,31,74,26,59,20,22,8
2002,ccp,MP,TOURS,DESCARTES,78,14,59,11,44,7,16,2
2002,ccp,MP,ANTONY,SAINTE MARIE,31,8,22,5,19,5,10,2
2002,ccp,MP,ENGHIEN LES BAINS,GUSTAVE MONOD,21,4,6,1,5,1,2,0
2002,ccp,MP,FONTAINEBLEAU,FRANCOIS 1ER,23,6,12,3,7,2,2,1
2002,ccp,MP,LE RAINCY,ALBERT SCHWEITZER,40,12,24,6,17,4,9,2
2002,ccp,MP,MELUN,JACQUES AMYOT,24,3,11,0,9,0,5,0
2002,ccp,MP,NEUILLY SUR SEINE,PASTEUR,65,20,63,19,58,17,3,3
2002,ccp,MP,ORSAY,BLAISE PASCAL,40,8,39,8,35,7,7,2
2002,ccp,MP,PARIS 04,CHARLEMAGNE,50,11,48,10,39,8,7,1
2002,ccp,MP,PARIS 05,HENRI IV,19,7,14,7,10,5,0,0
2002,ccp,MP,PARIS 05,LOUIS LE GRAND,86,30,60,24,53,23,3,1
2002,ccp,MP,PARIS 06,STANISLAS,96,2,90,2,72,2,18,0
2002,ccp,MP,PARIS 06,FENELON,58,16,54,14,48,12,11,4
2002,ccp,MP,PARIS 06,SAINT LOUIS,153,62,134,55,113,46,21,13
2002,ccp,MP,PARIS 08,CHAPTAL,70,6,60,5,56,5,10,1
2002,ccp,MP,PARIS 08,SAINTE MARIE FENELON,52,7,31,5,21,5,4,2
2002,ccp,MP,PARIS 09,CONDORCET,56,15,50,14,42,14,5,4
2002,ccp,MP,PARIS 09,JACQUES DECOUR,19,2,11,1,8,1,1,0
2002,ccp,MP,PARIS 12,PAUL VALERY,42,7,26,3,21,1,7,0
2002,ccp,MP,PARIS 13,ENSCPB,23,7,15,5,13,4,3,1
2002,ccp,MP,PARIS 15,BUFFON,31,8,29,7,23,6,2,0
2002,ccp,MP,PARIS 15,OURANIA,2,0,2,0,1,0,0,0
2002,ccp,MP,PARIS 16,CLAUDE BERNARD,25,7,16,7,12,7,2,2
2002,ccp,MP,PARIS 16,JANSON DE SAILLY,120,25,106,23,79,18,14,4
2002,ccp,MP,PONTOISE,PISSARO,10,1,6,1,4,1,0,0
2002,ccp,MP,SAINT-DENIS,PAUL ELUARD,10,0,1,0,1,0,1,0
2002,ccp,MP,SAVIGNY SUR ORGE,J. B. COROT,23,5,14,3,13,3,5,2
2002,ccp,MP,SCEAUX,LAKANAL,29,5,28,5,25,4,6,3
2002,ccp,MP,ST GERMAIN EN LAYE,JEANNE D'ALBRET,20,5,13,3,13,3,3,0
2002,ccp,MP,ST MAUR DES FOS.,MARCELIN BERTHELOT,68,14,54,10,44,9,12,1
2002,ccp,MP,VANVES,MICHELET,27,6,16,4,12,2,6,1
2002,ccp,MP,VERSAILLES,SAINTE GENEVIEVE,84,22,80,22,64,19,6,1
2002,ccp,MP,VERSAILLES,HOCHE,45,10,41,10,37,9,4,1
2002,ccp,MP,LA ROCHELLE,J. DAUTET,21,4,6,1,5,0,2,0
2002,ccp,MP,POITIERS,CAMILLE GUERIN,59,10,48,9,42,9,16,5
2002,ccp,MP,REIMS,G. CLEMENCEAU,100,20,79,14,62,9,26,5
2002,ccp,MP,TROYES,CHRESTIEN DE TROYES,28,8,12,2,8,2,0,0
2002,ccp,MP,BREST,KERICHEN,61,18,43,12,31,10,14,4
2002,ccp,MP,BREST,NAVAL,33,4,22,1,20,1,7,1
2002,ccp,MP,BREST,SAINTE ANNE,16,4,7,1,5,1,4,0
2002,ccp,MP,LORIENT,DUPUY DE LOME,16,2,9,1,6,0,4,0
2002,ccp,MP,RENNES,CHATEAUBRIAND,85,25,80,25,71,21,30,7
2002,ccp,MP,SAINT-BRIEUC,RABELAIS,30,12,14,5,12,5,6,1
2002,ccp,MP,VANNES,LESAGE,31,16,23,11,23,11,7,2
2002,ccp,MP,LE HAVRE,FRANCOIS 1ER,29,11,18,8,13,5,6,2
2002,ccp,MP,ROUEN,CORNEILLE,65,21,57,18,41,15,9,5
2002,ccp,MP,MULHOUSE,A. SCHWEITZER,62,16,39,10,28,4,14,4
2002,ccp,MP,STRASBOURG,FUSTEL DE COULANGES,34,9,15,5,11,4,8,3
2002,ccp,MP,STRASBOURG,KLEBER,83,25,77,22,67,19,30,9
2002,ccp,MP,TOULOUSE,BELLEVUE,33,11,26,11,21,8,7,2
2002,ccp,MP,TOULOUSE,PIERRE DE FERMAT,110,42,104,40,90,34,35,16
2002,ccp,MP,CLERMONT-FERR.,GODEFROY DE BOUILLON,20,4,3,0,2,0,1,0
2002,ccp,MP,MONTBONNOT,PUPILLES DE L'AIR,20,4,16,3,10,2,3,0
2002,ccp,MP,ST CYR L'ECOLE,LYCEE MILITAIRE,22,2,19,0,17,0,11,0
2002,ccp,MP,MONTPELLIER,LA MERCI,27,6,10,2,9,2,1,0
2002,ccp,MP,MARSEILLE,NOTRE DAME DE SION,21,10,9,3,7,3,5,3
2002,ccp,MP,ROUBAIX,SAINT REMI,28,6,7,3,5,3,2,1
2002,ccp,MP,LYON,JEAN PERRIN,31,9,18,5,11,3,3,0
2002,ccp,MP,CHAMBERY,VAUGELAS,29,6,24,5,21,5,19,4
2002,ccp,MP,ANGOULEME,GUEZ DE BALZAC,25,5,9,0,7,0,2,0
2002,ccp,MP,EVRY,DU PARC DES LOGES,18,2,10,1,7,1,2,1
2002,ccp,MP,JARVILLE,LA MALGRANGE,8,1,2,0,2,0,1,0
2002,ccp,MP,AUTUN,LYCEE MILITAIRE,19,1,11,0,9,0,2,0
2002,ccp,MP,AIX-EN-PROVENCE,LYCEE MILITAIRE,24,2,21,1,16,1,10,0
2002,ccp,MP,MANTES-LA-JOLIE,SAINT-EXUPERY,33,7,9,1,8,1,4,1
2002,ccp,MP,ORLEANS,SAINT CHARLES,22,2,3,0,1,0,0,0
2002,ccp,MP,NIMES,E. D'ALZON,22,6,3,1,2,0,1,0
2002,ccp,MP,MARSEILLE,INSTITUT ST JEAN,1,0,1,0,1,0,1,0
2002,ccp,MP,PARIS,URANIE,1,0,1,0,1,0,1,0
2002,ccp,MP,SAINT-BRIEUC,SAINT-CHARLES,15,4,5,2,1,0,0,0
2002,ccp,MP,TUNIS,IPEST,106,37,86,26,81,24,39,13
2002,ccp,MP,CASABLANCA,MOHAMED V,80,14,65,10,56,8,23,3
2002,ccp,MP,MARRAKECH,IBNOU TAIMIYA,58,11,37,10,26,7,16,5
2002,ccp,MP,RABAT,MOULAY YOUSSEF,54,16,46,15,37,11,17,7
2002,ccp,MP,FES,MOULAY IDRISS,33,4,22,1,19,1,7,0
2002,ccp,MP,AGADIR,REDA SLAOUI,32,6,19,5,13,4,7,2
2002,ccp,MP,TANGER,CENTRE PEDAGOGIQUE REGION,20,5,14,3,6,0,2,0
2002,ccp,MP,BRESSUIRE,SAINT JOSEPH,15,4,2,0,1,0,1,0
2002,ccp,MP,CASABLANCA,ECO SUP GALILEE,12,4,5,1,5,1,5,1
2002,ccp,MP,OUJDA,OMAR BEN ABDELAZIZ,16,3,12,1,7,1,2,0
2002,ccp,MP,SAINTE CLOTILDE,LECONTE DE LISLE,19,5,13,4,10,4,6,3
2002,ccp,MP,FORT DE FRANCE,DE BELLEVUE,18,5,2,1,1,0,0,0
2002,ccp,MP,POINTE A PITRE,BAIMBRIDGE,26,6,10,2,9,2,5,1
2002,ccp,MP,RABAT,AL KHAWARIZMI,14,6,8,3,2,1,2,1
2002,ccp,MP,MEKNES,OMAR IBN EL KHATTAB,20,2,16,1,14,1,6,0
2002,ccp,MP,CASABLANCA,LYCEE LA RESIDENCE,11,1,5,1,2,0,2,0
2002,ccp,MP,BENI-MELLAL,TECHNIQUE MOHAMED V,12,2,5,0,4,0,1,0
2002,ccp,MP,YAMOUSSOUKRO,INP HOUPHOUET-BOIGNY,81,10,13,2,9,1,9,1
2002,ccp,MP,RABAT,AL HASSANIA,5,0,1,0,0,0,0,0
2002,x,PC,AIX-EN-PROVENCE,PAUL CEZANNE,16,6,2,0,2,0,2,0
2002,x,PC,MARSEILLE,THIERS,35,6,15,4,12,3,6,3
2002,x,PC,SALON DE PROVENCE,L'EMPERI,2,1,0,0,0,0,0,0
2002,x,PC,AMIENS,THUILLIER,4,0,0,0,0,0,0,0
2002,x,PC,BESANCON,VICTOR HUGO,12,1,1,0,0,0,0,0
2002,x,PC,BAYONNE,RENE CASSIN,4,0,2,0,1,0,0,0
2002,x,PC,BORDEAUX,CAMILLE JULLIAN,3,0,0,0,0,0,0,0
2002,x,PC,BORDEAUX,MICHEL MONTAIGNE,29,9,6,2,4,1,1,0
2002,x,PC,PAU,LOUIS BARTHOU,6,0,2,0,2,0,2,0
2002,x,PC,CAEN,VICTOR HUGO,1,1,0,0,0,0,0,0
2002,x,PC,CLERMONT-FERRAND,BLAISE PASCAL,16,2,3,0,3,0,1,0
2002,x,PC,DIJON,CARNOT,14,2,2,0,2,0,2,0
2002,x,PC,ANNECY,BERTHOLLET,11,4,1,1,1,1,0,0
2002,x,PC,GRENOBLE,CHAMPOLLION,19,1,8,0,7,0,3,0
2002,x,PC,DUNKERQUE,JEAN BART,2,0,1,0,0,0,0,0
2002,x,PC,LILLE,FAIDHERBE,20,6,3,0,2,0,0,0
2002,x,PC,TOURCOING,GAMBETTA,3,0,0,0,0,0,0,0
2002,x,PC,VALENCIENNES,HENRI WALLON,22,4,3,1,2,0,2,0
2002,x,PC,LIMOGES,GAY LUSSAC,5,1,0,0,0,0,0,0
2002,x,PC,LYON,AUX LAZARISTES,18,6,7,2,6,2,3,1
2002,x,PC,LYON,DU PARC,71,13,35,3,33,3,14,2
2002,x,PC,LYON,LA MARTINIERE,25,10,3,1,3,1,1,0
2002,x,PC,SAINT-ETIENNE,FAURIEL,3,0,3,0,3,0,0,0
2002,x,PC,MONTPELLIER,JOFFRE,25,10,6,1,6,1,3,0
2002,x,PC,METZ,FABERT,28,10,6,2,6,2,2,1
2002,x,PC,NANCY,HENRI POINCARE,23,10,9,3,8,3,4,1
2002,x,PC,ANGERS,HENRI BERGSON,1,1,0,0,0,0,0,0
2002,x,PC,LE MANS,MONTESQUIEU,11,2,5,1,5,1,3,1
2002,x,PC,NANTES,GEORGES CLEMENCEAU,22,7,5,2,4,2,3,2
2002,x,PC,NANTES,SAINT STANISLAS,1,0,0,0,0,0,0,0
2002,x,PC,NICE,MASSENA,20,6,8,2,8,2,3,1
2002,x,PC,TOULON,DUMONT D'URVILLE,4,1,0,0,0,0,0,0
2002,x,PC,VALBONNE,CENTRE INTERNATIONAL,2,0,0,0,0,0,0,0
2002,x,PC,BOURGES,ALAIN FOURNIER,1,1,0,0,0,0,0,0
2002,x,PC,ORLEANS,POTHIER,8,2,3,1,2,1,0,0
2002,x,PC,TOURS,DESCARTES,12,2,1,0,1,0,0,0
2002,x,PC,ENGHIEN LES BAINS,GUSTAVE MONOD,2,1,0,0,0,0,0,0
2002,x,PC,FONTAINEBLEAU,FRANCOIS 1ER,1,0,0,0,0,0,0,0
2002,x,PC,NEUILLY SUR SEINE,PASTEUR,32,8,7,2,7,2,3,1
2002,x,PC,ORSAY,BLAISE PASCAL,18,5,4,0,4,0,3,0
2002,x,PC,PARIS 03,TURGOT,1,1,0,0,0,0,0,0
2002,x,PC,PARIS 04,CHARLEMAGNE,35,14,3,0,3,0,1,0
2002,x,PC,PARIS 05,HENRI IV,46,7,24,3,23,3,14,1
2002,x,PC,PARIS 05,LAVOISIER,7,0,0,0,0,0,0,0
2002,x,PC,PARIS 05,LOUIS LE GRAND,113,37,58,16,53,15,36,11
2002,x,PC,PARIS 06,STANISLAS,27,6,10,2,9,2,4,2
2002,x,PC,PARIS 06,FENELON,30,10,4,0,4,0,2,0
2002,x,PC,PARIS 06,SAINT LOUIS,131,45,43,11,38,11,24,7
2002,x,PC,PARIS 08,CHAPTAL,29,10,5,0,3,0,1,0
2002,x,PC,PARIS 08,SAINTE MARIE FENELON,9,1,0,0,0,0,0,0
2002,x,PC,PARIS 09,CONDORCET,1,0,0,0,0,0,0,0
2002,x,PC,PARIS 09,JACQUES DECOUR,28,3,1,0,1,0,0,0
2002,x,PC,PARIS 13,ENSCPB,3,0,1,0,1,0,1,0
2002,x,PC,PARIS 15,BUFFON,10,1,0,0,0,0,0,0
2002,x,PC,PARIS 15,OURANIA,6,0,0,0,0,0,0,0
2002,x,PC,PARIS 16,JANSON DE SAILLY,39,8,10,0,7,0,2,0
2002,x,PC,PARIS 17,HONORE DE BALZAC,2,0,0,0,0,0,0,0
2002,x,PC,SAVIGNY SUR ORGE,J. B. COROT,3,0,0,0,0,0,0,0
2002,x,PC,SCEAUX,LAKANAL,29,5,11,4,10,4,4,2
2002,x,PC,ST MAUR DES FOS.,MARCELIN BERTHELOT,29,10,6,3,6,3,3,1
2002,x,PC,VANVES,MICHELET,2,1,0,0,0,0,0,0
2002,x,PC,VERSAILLES,SAINTE GENEVIEVE,110,29,76,18,70,16,53,13
2002,x,PC,VERSAILLES,HOCHE,50,13,23,6,21,6,11,4
2002,x,PC,POITIERS,CAMILLE GUERIN,9,1,1,0,1,0,0,0
2002,x,PC,REIMS,FRANKLIN ROOSEVELT,10,3,0,0,0,0,0,0
2002,x,PC,RENNES,CHATEAUBRIAND,34,9,10,4,8,3,5,2
2002,x,PC,SAINT-BRIEUC,RABELAIS,1,0,1,0,1,0,1,0
2002,x,PC,LE HAVRE,FRANCOIS 1ER,1,0,0,0,0,0,0,0
2002,x,PC,ROUEN,CORNEILLE,32,11,5,0,3,0,2,0
2002,x,PC,STRASBOURG,FUSTEL DE COULANGES,3,0,0,0,0,0,0,0
2002,x,PC,STRASBOURG,KLEBER,31,8,2,0,2,0,2,0
2002,x,PC,TOULOUSE,BELLEVUE,18,0,4,0,4,0,1,0
2002,x,PC,TOULOUSE,DEODAT DE SEVERAC,5,0,1,0,0,0,0,0
2002,x,PC,BALMA,SALIEGE,27,6,8,0,5,0,1,0
2002,x,PC,TOULOUSE,PIERRE DE FERMAT,43,5,28,4,25,4,15,1
2002,x,PC,MONTBONNOT,PUPILLES DE L'AIR,2,0,0,0,0,0,0,0
2002,x,PC,CAEN,SAINTE MARIE,1,0,0,0,0,0,0,0
2002,x,PC,AVIGNON,SAINT JOSEPH,1,0,0,0,0,0,0,0
2002,x,PC,PARIS 04,IPESUP,12,6,4,1,3,1,2,1
2002,x,PC,TUNIS,IPEST,11,3,2,0,2,0,0,0
2002,x,PC,QUIMPER,LYCEE BRIZEUX,1,0,0,0,0,0,0,0
2002,x,PC,CASABLANCA,ENS DE CASABLANCA,1,0,0,0,0,0,0,0
2002,x,PC,MARRAKECH,ENS DE MARRAKECH,1,0,0,0,0,0,0,0
2002,x,PC,FES,ENS DE FES,2,0,0,0,0,0,0,0
2002,x,PC,RABAT,ENS de TAKADOUM,1,0,0,0,0,0,0,0
2002,ccp,TSI,MARSEILLE,ANTONIN ARTAUD,23,0,18,0,15,0,5,0
2002,ccp,TSI,AMIENS,EDOUARD BRANLY,20,3,10,1,7,0,0,0
2002,ccp,TSI,MONTBELIARD,JULES VIETTE,17,4,10,3,8,1,3,0
2002,ccp,TSI,PAU,SAINT CRICQ,23,2,20,2,16,2,5,0
