ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
PARIS 13,ENCPB,4,2,0,0,0,0,0,0
PARIS 15,BUFFON,27,11,6,1,6,1,2,0
PARIS 15,OURANIA,10,4,9,3,7,2,1,0
PARIS 15,URANIE,12,2,0,0,0,0,0,0
PARIS 16,JANSON DE SAILLY,128,41,70,19,64,18,25,7
PARIS 17,CARNOT,13,3,1,0,1,0,0,0
PARIS 17,HONORE DE BALZAC,14,6,1,0,1,0,0,0
PAU,LOUIS BARTHOU,40,9,12,1,11,1,3,0
PERIGUEUX,BERTRAN-DE-BORN,6,0,0,0,0,0,0,0
PERPIGNAN,F. ARAGO,10,3,2,1,2,1,1,0
POINTE A PITRE,BAIMBRIDGE,6,1,0,0,0,0,0,0
POITIERS,CAMILLE GUERIN,26,9,2,1,2,1,2,1
QUIMPER,LYCEE BRIZEUX,5,1,2,0,1,0,0,0
REIMS,FRANKLIN ROOSEVELT,25,8,5,1,4,1,0,0
RENNES,ASSOMPTION,12,2,2,1,2,1,0,0
RENNES,CHATEAUBRIAND,61,24,21,6,19,6,5,2
ROUEN,CORNEILLE,54,16,23,7,22,7,4,1
SAINT MAUR LES FOSSES,MARCELIN BERTHELOT,40,12,13,2,12,2,2,0
SAINT-BRIEUC,RABELAIS,6,1,1,0,1,0,1,0
SAINTE CLOTILDE,LECONTE DE LISLE,3,0,0,0,0,0,0,0
SAINT-ETIENNE,FAURIEL,17,5,4,0,3,0,1,0
SAINT-NAZAIRE,ARISTIDE BRIAND,6,3,0,0,0,0,0,0
SALON DE PROVENCE,L'EMPERI,10,1,0,0,0,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,16,4,3,0,3,0,1,0
SCEAUX,LAKANAL,66,22,32,10,25,8,10,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,19,7,3,0,3,0,0,0
STRASBOURG,KLEBER,50,8,27,5,27,5,10,3
TARBES,THEOPHILE GAUTIER,1,0,0,0,0,0,0,0
TOULON,DUMONT D'URVILLE,20,9,4,1,4,1,1,0
TOULOUSE,BELLEVUE,29,6,13,0,13,0,4,0
TOULOUSE,DEODAT DE SEVERAC,9,1,7,1,6,1,1,0
TOULOUSE,PIERRE DE FERMAT,65,15,47,9,45,9,10,0
TOURCOING,GAMBETTA,6,2,1,1,1,1,1,1
TOURS,DESCARTES,38,11,9,2,8,2,4,1
TROYES,CHRESTIEN DE TROYES,3,2,1,1,1,1,1,1
TULLE,EDMOND PERRIER,5,3,0,0,0,0,0,0
TUNIS,I.P.E.I.T,9,3,0,0,0,0,0,0
VALBONNE,CENTRE INTERNATIONAL,24,11,2,1,2,1,1,0
VALENCE,CAMILLE VERNET,5,2,2,0,1,0,0,0
VALENCIENNES,HENRI WALLON,70,14,31,7,29,7,9,3
VANVES,MICHELET,28,11,8,4,7,3,5,1
VERSAILLES,HOCHE,65,19,45,14,44,13,15,2
VERSAILLES,SAINTE GENEVIEVE,144,36,120,30,118,30,41,8
