ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
ST MAUR DES FOS.,MARCELIN BERTHELOT,40,5,34,4,33,4,13,2
VANVES,MICHELET,25,5,8,0,4,0,2,0
VERSAILLES,SAINTE GENEVIEVE,42,7,41,7,40,7,20,3
VERSAILLES,HOCHE,34,9,34,9,31,8,13,2
VERSAILLES,JULES FERRY,19,3,9,1,7,1,2,0
LA ROCHELLE,J. DAUTET,5,1,2,1,2,1,1,1
POITIERS,CAMILLE GUERIN,19,4,6,1,5,1,2,0
REIMS,FRANKLIN ROOSEVELT,46,4,15,1,13,1,8,1
TROYES,CHRESTIEN DE TROYES,7,3,1,1,1,1,1,1
BREST,VAUBAN,8,2,3,0,3,0,0,0
BREST,NAVAL,1,0,0,0,0,0,0,0
BREST,SAINTE ANNE,2,0,0,0,0,0,0,0
LORIENT,DUPUY DE LOME,9,2,1,0,1,0,1,0
RENNES,CHATEAUBRIAND,59,11,35,3,31,3,17,1
RENNES,JOLIOT CURIE,17,5,4,0,4,0,4,0
SAINT-BRIEUC,RABELAIS,17,2,4,1,4,1,0,0
EVREUX,ARISTIDE BRIAND,4,2,1,0,1,0,0,0
ROUEN,CORNEILLE,32,5,18,0,15,0,12,0
MULHOUSE,A. SCHWEITZER,3,0,1,0,1,0,1,0
STRASBOURG,COUFFIGNAL,11,1,1,0,1,0,0,0
STRASBOURG,KLEBER,57,5,37,1,31,1,18,1
TOULOUSE,BELLEVUE,21,3,7,2,5,1,1,0
TOULOUSE,DEODAT DE SEVERAC,27,2,11,0,8,0,1,0
BALMA,SALIEGE,15,4,1,0,1,0,1,0
TOULOUSE,PIERRE DE FERMAT,47,8,44,8,40,8,17,5
MONTBONNOT,PUPILLES DE L'AIR,1,0,0,0,0,0,0,0
CAEN,SAINTE MARIE,4,1,0,0,0,0,0,0
ST CYR L'ECOLE,LYCEE MILITAIRE,2,0,0,0,0,0,0,0
RENNES,ASSOMPTION,3,0,0,0,0,0,0,0
STRASBOURG,ORT FRANCE,14,1,8,1,8,1,3,0
LYON,JEAN PERRIN,14,1,0,0,0,0,0,0
CHAMBERY,VAUGELAS,5,1,0,0,0,0,0,0
ANGERS,CHARLES DE FOUCAULD,14,1,2,0,2,0,1,0
SAINT MAUR LES FOSSES,D'ARSONVAL,29,7,6,2,5,2,2,0
AJACCIO,LAETITIA BONAPARTE,2,1,0,0,0,0,0,0
NOUMEA,JULES GARNIER,4,2,1,0,0,0,0,0
QUIMPER,LYCEE BRIZEUX,6,1,4,1,4,1,2,1
SAINTE CLOTILDE,LECONTE DE LISLE,2,2,0,0,0,0,0,0
FORT DE FRANCE,DE BELLEVUE,6,1,0,0,0,0,0,0
POINTE A PITRE,BAIMBRIDGE,3,0,0,0,0,0,0,0
